ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0000950123-23-008898	30-SEP-2023	N							INTERWEST VENTURE MANAGEMENT CO	467 FIRST STREET	SUITE 201	LOS ALTOS	CA	94022	13F HOLDINGS REPORT	028-17693	000160677	802-76178	N	
0001847956-23-000005	30-SEP-2023								Bridge Advisory, LLC	PO BOX 7001		PASADENA	CA	91109	13F HOLDINGS REPORT	028-21072			N	
0001535677-23-000004	30-SEP-2023								Day & Ennis, LLC	BUILDING 400	125 PLANTATION CENTRE DR. S	MACON	GA	31210	13F HOLDINGS REPORT	028-17518			N	
0001993607-23-000001	31-MAR-2022								Borer Denton & Associates, Inc.	610 SENTRY PARKWAY SUITE 100		BLUE BELL	PA	19422-2314	13F HOLDINGS REPORT	028-23400	000135729	801-66225	N	
0001398344-23-019478	30-SEP-2023	N							Lakeside Advisors, INC.	1115 EAST DENNY WAY		SEATTLE	WA	98122	13F HOLDINGS REPORT	028-22356	000104540	801-21230	N	
0001640472-23-000005	30-SEP-2023								MAPP PTY LTD	GPO BOX 3965		SYDNEY	C3	2001	13F NOTICE	028-16862			N	
0001686776-23-000007	30-SEP-2023								Northcape Capital Pty Ltd	LEVEL 24 45 CLARENCE STREET		SYDNEY	C3	2000	13F HOLDINGS REPORT	028-17638			N	
0001722641-23-000007	30-SEP-2023								Valeo Financial Advisors, LLC	10 W CARMEL DRIVE, STE 400		CARMEL	IN	46032	13F HOLDINGS REPORT	028-18177	000127132	801-6642	N	
0001577929-23-000005	30-SEP-2023								HSBC Global Asset Management(Taiwan)Limited	24TH FL., 99, SEC. 2, TUNHWA S. RD.,		TAIPEI	F5	106	13F NOTICE	028-15529			N	
0001214659-23-013700	30-SEP-2023	N							Conrad Siegel Investment Advisors, Inc.	501 Corporate Circle	P.o. 5900	Harrisburg	PA	17110-0900	13F HOLDINGS REPORT	028-21518			N	
0001993607-23-000006	30-JUN-2023								Borer Denton & Associates, Inc.	610 SENTRY PARKWAY SUITE 100		BLUE BELL	PA	19422-2314	13F HOLDINGS REPORT	028-23400	000135729	801-66225	N	
0001993607-23-000002	30-JUN-2022								Borer Denton & Associates, Inc.	610 SENTRY PARKWAY SUITE 100		BLUE BELL	PA	19422-2314	13F HOLDINGS REPORT	028-23400	000135729	801-66225	N	
0001993607-23-000004	31-DEC-2022								Borer Denton & Associates, Inc.	610 SENTRY PARKWAY SUITE 100		BLUE BELL	PA	19422-2314	13F HOLDINGS REPORT	028-23400	000135729	801-66225	N	
0001993607-23-000003	30-SEP-2022								Borer Denton & Associates, Inc.	610 SENTRY PARKWAY SUITE 100		BLUE BELL	PA	19422-2314	13F HOLDINGS REPORT	028-23400	000135729	801-66225	N	
0001917686-23-000004	30-SEP-2023								Mason & Associates Inc	7474 N FIGUEROA STREET		LOS ANGELES	CA	90041	13F HOLDINGS REPORT	028-22387	000141303	801-67068	N	
0001993607-23-000005	31-MAR-2023								Borer Denton & Associates, Inc.	610 SENTRY PARKWAY SUITE 100		BLUE BELL	PA	19422-2314	13F HOLDINGS REPORT	028-23400	000135729	801-66225	N	
0001420506-23-001854	30-SEP-2023	N							Hiddenite Capital Partners LP	1345 Avenue of the Americas	33rd Floor	New York	NY	10105	13F HOLDINGS REPORT	028-22164	000309942	801-119477	N	
0001630363-23-000005	30-SEP-2023								PM CAPITAL Ltd	GPO BOX 3965		SYDNEY	C3	2001	13F HOLDINGS REPORT	028-16861			N	
0001573263-23-000017	30-SEP-2023								Wiser Wealth Management, Inc	125 CHURCH STREET	STE 220	MARIETTA	GA	30060	13F HOLDINGS REPORT	028-20622	000125282	801-120669	N	
0001600403-23-000006	30-SEP-2023								CKW FINANCIAL GROUP	1003 BISHOP STREET	SUITE 1950	HONOLULU	HI	96813	13F HOLDINGS REPORT	028-16089			N	
0001965271-23-000004	30-SEP-2023	N							WATERSHED PRIVATE WEALTH LLC	1415 W. 22nd St, Tower Floor		Oak Brook	IL	60523	13F HOLDINGS REPORT	028-22886	000316408	801-122309	N	
0000805870-23-000004	30-SEP-2023	N							VAUGHAN & Co SECURITIES, INC.	68 Passaic Street		Ridgewood	NJ	07450-9998	13F HOLDINGS REPORT	028-19745	000018826	801-118757	N	
0000811407-23-000005	30-SEP-2023								ASSET PLANNING SERVICES INC /LA/ /ADV	509 W. 21ST AVENUE		COVINGTON	LA	70433	13F HOLDINGS REPORT	028-17646			N	
0001694883-23-000004	30-SEP-2023	N							Patriot Financial Group Insurance Agency, LLC	182 Turnpike Road	Suite 200	Westborough	MA	01581	13F HOLDINGS REPORT	028-17988	000172470	801-80245	N	
0001841496-23-000006	30-SEP-2023	N							Marshall Financial Group LLC	225 International Circle	Suite 102	Hunt Valley	MD	21030	13F HOLDINGS REPORT	028-20487	000146362	801-117820	N	
0000714364-23-000005	30-SEP-2023								OGOREK ANTHONY JOSEPH /NY/ /ADV	6400 SHERIDAN DR. STE 224	Suite 224	WILLIAMSVILLE	NY	14221	13F HOLDINGS REPORT	028-16473			N	
0001925853-23-000004	30-SEP-2023	N							Sterling Investment Counsel, LLC	360 Delaware Avenue, Suite 400		Buffalo	NY	14202	13F HOLDINGS REPORT	028-22436	000282624	801-107624	N	
0001172661-23-003467	30-SEP-2023	N							Great Diamond Partners, LLC	22 Monument Square	Suite 300	Portland	ME	04101	13F HOLDINGS REPORT	028-19786	000299598	801-115058	N	
0001062993-23-019571	30-SEP-2023	N							Simplicity Wealth,LLC	86 SUMMIT AVE	303	SUMMIT	NJ	07901	13F HOLDINGS REPORT	028-22336			N	
0001568540-23-000006	30-SEP-2023	N							Sather Financial Group Inc	120 E. Constitution St		Victoria	TX	77901	13F HOLDINGS REPORT	028-15343	000109344	801-57925	N	
0001172661-23-003466	30-SEP-2023	N							Mendel Capital Management LLC	18 Corporate Hill Dr Ste 202		Little Rock	AR	72205	13F HOLDINGS REPORT	028-22253	000311919	801-120079	N	
0001810555-23-000004	30-SEP-2023	N							RTD Financial Advisors, Inc.	30 S. 17th Street, Suite 1620		Philadelphia	PA	19103	13F HOLDINGS REPORT	028-22440	000110744	801-19015	N	
0001062993-23-019569	30-SEP-2023	N							Simplicity Solutions, LLC	3600 AMERICAN BLVD. W	SUITE 750	MINNEAPOLIS	MN	55431	13F HOLDINGS REPORT	028-16582			N	
0001787663-23-000007	30-SEP-2023	N							RIVERSEDGE ADVISORS, LLC	600 N King Street, Ste. 200		Wilmington	DE	19801	13F HOLDINGS REPORT	028-19585	000298390	801-113978	N	
0001733472-23-000007	30-SEP-2023	N							Quaker Wealth Management, LLC	70 E. Main Street		Moorestown	NJ	08057	13F HOLDINGS REPORT	028-19796	000284546	801-108126	N	
0001964819-23-000004	30-SEP-2023	N							McGlone Suttner Wealth Management, Inc.	3501 E Evergreen Drive Ste. A		Appleton	WI	54913	13F HOLDINGS REPORT	028-22874	000149830	801-112692	N	
0001172661-23-003465	30-SEP-2023	N							Roof Eidam Maycock Peralta, LLC	235 Pine Street	Suite 1200	San Francisco	CA	94104	13F HOLDINGS REPORT	028-16371	000106696	801-53480	N	
0001907294-23-000004	30-SEP-2023	N							JMAC ENTERPRISES LLC	201 South State St	Suite 2a	Newtown	PA	18940	13F HOLDINGS REPORT	028-22053	000312710	801-120407	N	
0001689470-23-000005	30-SEP-2023	N							HMS Capital Management, LLC	5130 Ashland City Hwy		Nashville	TN	37218	13F HOLDINGS REPORT	028-17553	000149764	801-78569	N	
0001172661-23-003464	30-SEP-2023	N							GDS Wealth Management	1029 Long Prairie Road	Suite C	Flower Mound	TX	75022	13F HOLDINGS REPORT	028-22589	000315934	801-122391	N	
0001842560-23-000005	30-SEP-2023	N							Flagship Private Wealth, LLC	400 TRADE CENTER	SUITE 4990	Woburn	MA	01801	13F HOLDINGS REPORT	028-20523	000175277	801-108301	N	
0001172661-23-003463	30-SEP-2023	N							BlueDrive Global Investors LLP	84 Brook Street	Mayfair	London	X0	W1K 5EH	13F HOLDINGS REPORT	028-18506	000287794	802-110905	N	
0001874068-23-000004	30-SEP-2023	N							Derbend Asset Management	525 Clubhouse Drive	Suite 100	Peachtree City	GA	30269	13F HOLDINGS REPORT	028-21306			N	
0001689829-23-000005	30-SEP-2023	N							Connecticut Wealth Management, LLC	281 farmington avenue		Farmington	CT	06032	13F HOLDINGS REPORT	028-17557	000154310	801-73061	N	
0001172661-23-003462	30-SEP-2023	N							New Harbor Financial Group, LLC	146 Main Street	Ste 302	Worcester	MA	01608	13F HOLDINGS REPORT	028-15047	000155528	801-72007	N	
0001801792-23-000004	30-SEP-2023	N							Chronos Wealth Management, LLC	1432 Court Street		Clearwater	FL	33756	13F HOLDINGS REPORT	028-19754	000299782	801-116711	N	
0001832093-23-000004	30-SEP-2023	N							Baron Financial Group, LLC	16-00 State Route 208 South	Suite 104	Fair Lawn	NJ	07410	13F HOLDINGS REPORT	028-20388	000144234	801-67989	N	
0001123812-23-000008	30-SEP-2023								PROFFITT & GOODSON INC	PO BOX 11629		KNOXVILLE	TN	37939-1629	13F HOLDINGS REPORT	028-11414			N	
0001801846-23-000004	30-SEP-2023	N							Apeiron RIA LLC	10000 N. Central Expressway	Ste. 700	Dallas	TX	75231	13F HOLDINGS REPORT	028-22231	000289273	801-110974	N	
0001843826-23-000004	30-SEP-2023	N							Alta Wealth Advisors LLC	400 Tradecenter Drive, Suite 4810		Woburn	MA	01801	13F HOLDINGS REPORT	028-20599	000293675	801-112848	N	
0001214659-23-013688	30-SEP-2023	N							INVESTMENT ADVISORY SERVICES INC /TX /ADV	9303 NEW TRAILS DR.	SUITE 450	THE WOODLANDS	TX	77381	13F HOLDINGS REPORT	028-21110			N	
0001214659-23-013686	30-SEP-2023	N							Voss Capital, LLC	3773 RICHMOND AVENUE	SUITE 500	HOUSTON	TX	77046	13F HOLDINGS REPORT	028-20146			N	
0001398344-23-019461	30-SEP-2023	N							Progressive Investment Management Corp	310 N. STATE STREET	SUITE 214	LAKE OSWEGO	OR	97034	13F HOLDINGS REPORT	028-11731	000107777	801-32066	N	
0001172661-23-003461	30-SEP-2023	N							TFG Advisers LLC	3121 University Drive	Suite 100	Auburn Hills	MI	48326	13F HOLDINGS REPORT	028-20204	000288787	801-111790	N	
0001426398-23-000010	30-SEP-2023								Focused Investors LLC	1999 AVENUE OF THE STARS	SUITE 3320	LOS ANGELES	CA	90067	13F HOLDINGS REPORT	028-12707			N	
0001172661-23-003460	30-SEP-2023	N							KRS Capital Management, LLC	101 West Long Lake Road		Bloomfield	MI	48304	13F HOLDINGS REPORT	028-21849	000142928	801-126105	N	
0000904454-23-000574	30-SEP-2023	N							Siguler Guff Advisers, LLC	200 Park Avenue	23rd Floor	New York	NY	10166	13F HOLDINGS REPORT	028-23206	000106788	801-49482	N	
0001664214-23-000009	30-SEP-2023								Clarius Group, LLC	999 THIRD AVENUE, SUITE 3050		SEATTLE	WA	98104	13F HOLDINGS REPORT	028-17249	000173347	801-80681	N	
0001172661-23-003459	30-SEP-2023	N							Lane Generational LLC	72 Farm St		Dover	MA	02030	13F HOLDINGS REPORT	028-21609	000309619	801-119363	N	
0001814554-23-000017	30-SEP-2023	N							P&S Credit Management, L.P.	220 EAST 42ND ST.	36TH FLOOR	New York	NY	10017	13F HOLDINGS REPORT	028-13835	000158518	801-73804	N	
0001172661-23-003458	30-SEP-2023	N							Ballentine Partners, LLC	230 3rd Avenue	6th Floor	Waltham	MA	02451	13F HOLDINGS REPORT	028-12011	000152802	801-71062	N	
0001172661-23-003457	30-SEP-2023	N							FinDec Wealth Services, Inc.	1776 W. March Lane	Suite 190	Stockton	CA	95207	13F HOLDINGS REPORT	028-22758	000311949	801-120139	N	
0001172661-23-003456	30-SEP-2023	N							Red Door Wealth Management, LLC	756 Ridge Lake Boulevard		Memphis	TN	38120	13F HOLDINGS REPORT	028-19702	000153235	801-79374	N	
0000764529-23-000005	30-SEP-2023								PEREGRINE CAPITAL MANAGEMENT LLC	800 LASALLE AVE STE 1750		MINNEAPOLIS	MN	55402-2018	13F HOLDINGS REPORT	028-01523			N	
0001633869-23-000004	30-SEP-2023								First Personal Financial Services	2150 PARK DR.		CHARLOTTE	NC	28204	13F HOLDINGS REPORT	028-16545			N	
0001398344-23-019453	30-SEP-2023	N							OAK HARBOR WEALTH PARTNERS, LLC	3101 GLENWOOD AVENUE	SUITE 102	RALEIGH	NC	27612	13F HOLDINGS REPORT	028-22278	000311528	801-122270	N	
0001108893-23-000006	30-SEP-2023								PENN DAVIS MCFARLAND INC	2626 COLE AVENUE	SUITE 504	DALLAS	TX	75204	13F HOLDINGS REPORT	028-05623			N	
0001602603-23-000004	30-SEP-2023								Family Firm, Inc.	8120 WOODMONT AVE	630	BETHESDA	MD	20814	13F HOLDINGS REPORT	028-16435			N	
0001321993-23-000005	30-SEP-2023								GRIMES & COMPANY, INC.	110 TURNPIKE RD, STE 100		WESTBOROUGH	MA	01581	13F HOLDINGS REPORT	028-11551	000109420	801-57193	N	
0001600746-23-000004	30-SEP-2023								Eagle Capital Management, LLC	1417 WEST CAUSEWAY APPROACH		MANDEVILLE	LA	70471	13F HOLDINGS REPORT	028-16095			N	
0001844427-23-000007	30-SEP-2023								Cannon Global Investment Management, LLC	12555 ORANGE DR.	274	DAVIE	FL	33330	13F HOLDINGS REPORT	028-20686	000030191	801-116953	N	
0001420506-23-001852	30-SEP-2023	N							ROPES WEALTH ADVISORS LLC	PRUDENTIAL TOWER	800 BOYLSTON STREET	BOSTON	MA	02199-3600	13F HOLDINGS REPORT	028-16876	000168615	801-80238	N	
0001802136-23-000004	30-SEP-2023								Investment Research & Advisory Group, Inc.	1230 PEACHTREE STREET NE	SUITE 3800	ATLANTA	GA	30309	13F HOLDINGS REPORT	028-20017	000126246		N	
0001327944-23-000006	30-SEP-2023								Town & Country Bank & Trust CO dba First Bankers Trust CO	10503 Timberwood Circle	Suite 120	Louisville	KY	40223	13F HOLDINGS REPORT	028-11407			N	
0001808919-23-000004	30-SEP-2023								Hunter Perkins Capital Management, LLC	377 E. BUTTERFIELD ROAD	SUITE 220	LOMBARD	IL	60148	13F HOLDINGS REPORT	028-20300			N	
0001172661-23-003455	30-SEP-2023	N							Merrion Investment Management Co, LLC	184 North Ave. East		Cranford	NJ	07016	13F HOLDINGS REPORT	028-20627	000030145	8-44770	N	
0001386364-23-000004	30-SEP-2023								Harrington Investments, INC	1001 SECOND STREET SUITE 325		NAPA	CA	94559	13F HOLDINGS REPORT	028-12064			N	
0001398318-23-000011	30-SEP-2023								Handelsbanken Fonder AB	BLASIEHOLMSTORG 12		STOCKHOLM	V7	10670	13F HOLDINGS REPORT	028-17263			N	
0001962450-23-000005	30-SEP-2023								WS Portfolio Advisory, LLC	PO BOX 100		SNOQUALMIE PASS	WA	98068	13F HOLDINGS REPORT	028-22887	000318889	801-123424	N	
0001599390-23-000004	30-SEP-2023								HWG Holdings LP	1111 NORTH LOOP WEST	SUITE 1110	HOUSTON	TX	77008	13F HOLDINGS REPORT	028-15889			N	
0001941040-23-000289	30-SEP-2023	N							Financial & Tax Architects, LLC	12412 Powerscourt Drive, Suite 25		St Louis	MO	63131	13F HOLDINGS REPORT	028-22869	000119169	801-114688	N	
0001762068-23-000005	30-SEP-2023								MBM Wealth Consultants, LLC	400 CHESTERFIELD CENTER	SUITE 125	CHESTERFIELD	MO	63017	13F HOLDINGS REPORT	028-19160			N	
0001860790-23-000004	30-SEP-2023								COERENTE CAPITAL MANAGEMENT	65 QUEEN ST. WEST SUITE405		TORONTO	A6	M5H 2M5	13F HOLDINGS REPORT	028-21167			N	
0001941040-23-000288	30-SEP-2023	N							DENALI ADVISORS LLC	5075 Shoreham Place	Suite 120	San Diego	CA	92122	13F COMBINATION REPORT	028-10130	000110242	801-60039	N	
0001085146-23-003836	30-SEP-2023	N							Zullo Investment Group, Inc.	132 ADAMS AVENUE		SCRANTON	PA	18503	13F HOLDINGS REPORT	028-22248	000311698	801-120008	N	
0001842554-23-000006	30-SEP-2023								ACT Advisors, LLC.	521 COLLEGE STREET		ASHEVILLE	NC	28801	13F HOLDINGS REPORT	028-20603			N	
0001722053-23-000005	30-SEP-2023								CenterStar Asset Management, LLC	300 SOUTH RIVERSIDE PLAZA	SUITE 2350	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-18266			N	
0001986042-23-000018	30-SEP-2023								Verity & Verity, LLC	PO BOX 1086		BEAUFORT	SC	29901	13F HOLDINGS REPORT	028-14888	000119630	801-63829	N	
0001008937-23-000004	30-SEP-2023								TRUST CO OF TOLEDO NA /OH/	1630 TIMBERWOLF DR		HOLLAND	OH	43528	13F HOLDINGS REPORT	028-05302			N	
0001716984-23-000005	30-SEP-2023								Slow Capital, Inc.	300-B DRAKES LANDING ROAD	SUITE 190	GREENBRAE	CA	94904	13F HOLDINGS REPORT	028-18598			N	
0001172661-23-003454	30-SEP-2023	N							Solidarity Wealth, LLC	3600 N Outlet Parkway	Suite 200	Lehi	UT	84043	13F HOLDINGS REPORT	028-22428	000315843	801-122536	N	
0000874791-23-000009	30-SEP-2023								CAMPBELL NEWMAN ASSET MANAGEMENT INC	330 E. KILBOURN AVENUE #1125		MILWAUKEE	WI	53202	13F HOLDINGS REPORT	028-02903			N	
0001808915-23-000005	30-SEP-2023								U.S. Capital Wealth Advisors, LLC	300 WEST 6TH STREET	SUITE 1900	AUSTIN	TX	78701	13F HOLDINGS REPORT	028-21388			N	
0001085146-23-003835	30-SEP-2023	N							Pariax, LLC	500 NEWPORT CENTER DRIVE	SUITE 625	NEWPORT BEACH	CA	92660	13F HOLDINGS REPORT	028-22395	000301474	801-119694	N	
0001602905-23-000007	30-SEP-2023								MCF Advisors LLC	50 E RIVERCENTER BLVD.	SUITE 300	COVINGTON	KY	41011	13F HOLDINGS REPORT	028-16138			N	
0001085146-23-003834	30-SEP-2023	N							Accel Wealth Management	301 OAK RIDGE CIRCLE		WAVERLY	IA	50677	13F HOLDINGS REPORT	028-20466	000286201	801-108814	N	
0001085146-23-003833	30-SEP-2023	N							Shulman DeMeo Asset Management LLC	3000 MARCUS AVENUE	SUITE 3W1	LAKE SUCCESS	NY	11042	13F HOLDINGS REPORT	028-19048			N	
0001085146-23-003832	30-SEP-2023	N							FOCUS Wealth Advisors, LLC	2200 POST OAK BOULEVARD	SUITE 1000	HOUSTON	TX	77056	13F HOLDINGS REPORT	028-21073	000165425	801-77462	N	
0001085146-23-003831	30-SEP-2023	N							Walkner Condon Financial Advisors LLC	3418 MONROE STREET		MADISON	WI	53711	13F HOLDINGS REPORT	028-20346	000160109	801-114882	N	
0001085146-23-003829	30-SEP-2023	N							LOCKERMAN FINANCIAL GROUP, INC.	4695 MACARTHUR COURT	SUITE 490	NEWPORT BEACH	CA	92660	13F HOLDINGS REPORT	028-22466			N	
0001085146-23-003828	30-SEP-2023	N							Cardinal Point Capital Management, ULC	1243 ISLINGTON AVE.	SUITE 903	TORONTO	Z4	M8X 1Y9	13F HOLDINGS REPORT	028-23292	000140619	801-66719	N	
0001085146-23-003827	30-SEP-2023	N							GATEWAY INVESTMENT ADVISERS LLC	312 Walnut Street	Suite 3500	CINCINNATI	OH	45202	13F HOLDINGS REPORT	028-05733	000146681		N	
0001085146-23-003826	30-SEP-2023	N							Alpha Cubed Investments, LLC	18301 VON KARMAN AVE,	SUITE 900	IRVINE	CA	92612	13F HOLDINGS REPORT	028-16098	000159347	801-77372	N	
0001085146-23-003825	30-SEP-2023	N							Values Added Financial LLC	1323 SHEPHERD ST NW		WASHINGTON	DC	20011	13F HOLDINGS REPORT	028-23307	000288912	801-122265	N	
0001085146-23-003824	30-SEP-2023	N							Scott Capital Advisors, LLC	707 SW WASHINGTON STREET	SUITE 810	PORTLAND	OR	97205	13F HOLDINGS REPORT	028-21489			N	
0001085146-23-003823	30-SEP-2023	N							Root Financial Partners, LLC	125 SOUTH HWY 101	SUITE 101	SOLANA BEACH	CA	92075	13F HOLDINGS REPORT	028-23236	000290289	801-125945	N	
0001085146-23-003822	30-SEP-2023	N							CHAPIN DAVIS, INC.	1411 CLARKVIEW ROAD		BALTIMORE	MD	21209	13F HOLDINGS REPORT	028-22769			N	
0001085146-23-003821	30-SEP-2023	N							Lion Street Advisors, LLC	515 Congress Ave, Suite 2500		Austin	TX	78701	13F HOLDINGS REPORT	028-19958			N	
0001941040-23-000287	30-SEP-2023	N							GRIFFIN ASSET MANAGEMENT, INC.	230 Park Avenue	4th Floor	New York	NY	10169	13F HOLDINGS REPORT	028-03051	000104548	801-7495	N	
0001994512-23-000001	30-SEP-2023								Cobblestone Asset Management LLC	9011 ARBORETUM PARKWAY	SUITE 180	RICHMOND	VA	23236	13F HOLDINGS REPORT	028-23399	000326545	801-128273	N	
0001085146-23-003820	30-SEP-2023	N							SNS Financial Group, LLC	43 MAIN STREET SE	SUITE 236	MINNEAPOLIS	MN	55414	13F HOLDINGS REPORT	028-15525			N	
0001085146-23-003819	30-SEP-2023	N							Sunburst Financial Group, LLC	600 VESTAVIA PARKWAY	SUITE 100	VESTAVIA HILLS	AL	35216	13F HOLDINGS REPORT	028-19715			N	
0001085146-23-003818	30-SEP-2023	N							PEAVINE CAPITAL, LLC	4790 CAUGHLIN PARKWAY #780		RENO	NV	89519	13F HOLDINGS REPORT	028-15691			N	
0001085146-23-003817	30-SEP-2023	N							Great Lakes Retirement, Inc.	4604 TIMBER COMMONS DRIVE		SANDUSKY	OH	44870	13F HOLDINGS REPORT	028-20160			N	
0001085146-23-003816	30-SEP-2023	N							Elwood & Goetz Wealth Advisory Group, LLC	687 S. MILLEDGE AVE		ATHENS	GA	30605	13F HOLDINGS REPORT	028-19047	000154839	801-109935	N	
0001085146-23-003815	30-SEP-2023	N							MBA Advisors LLC	295 N. KERRWOOD DRIVE	SUITE 102	HERMITAGE	PA	16148	13F HOLDINGS REPORT	028-21256	000168073	801-114359	N	
0001085146-23-003814	30-SEP-2023	N							RBA Wealth Management, LLC	520 NEWPORT CENTER DRIVE	SUITE 740	NEWPORT BEACH	CA	92660	13F HOLDINGS REPORT	028-19528	000291029	801-112189	N	
0001085146-23-003813	30-SEP-2023	N							Good Life Advisors, LLC	2395 LANCASTER PIKE		READING	PA	19607	13F HOLDINGS REPORT	028-17714	000171898	801-80003	N	
0001085146-23-003812	30-SEP-2023	N							Aries Wealth Management	183 MIDDLE STREET	SUITE 4B	PORTLAND	ME	04101	13F HOLDINGS REPORT	028-18258			N	
0001085146-23-003811	30-SEP-2023	N							DOHJ, LLC	1215 FOURTH AVE.	SUITE 935	SEATTLE	WA	98161	13F HOLDINGS REPORT	028-19802	000299817	801-116668	N	
0001085146-23-003810	30-SEP-2023	N							COUNTRY CLUB BANK /GFN	9400 MISSION ROAD		PRAIRIE VILLAGE	MO	66206	13F HOLDINGS REPORT	028-22476			N	
0001085146-23-003809	30-SEP-2023	N							KG&L Capital Management,LLC	PO BOX 1220		ST. FRANCISVILLE	LA	70775	13F HOLDINGS REPORT	028-19452	000164500	801-112461	N	
0001085146-23-003808	30-SEP-2023	N							Lineweaver Wealth Advisors, LLC	9035 SWEET VALLEY DRIVE		VALLEY VIEW	OH	44125	13F HOLDINGS REPORT	028-19659	000173310	801-80580	N	
0001085146-23-003806	30-SEP-2023	N							Charles Schwab Trust Co	2360 CORPORATE CIRCLE		HENDERSON	NV	89074	13F COMBINATION REPORT	028-19636			N	
0001085146-23-003805	30-SEP-2023	N							North Ridge Wealth Advisors, Inc.	8285 SW NIMBUS AVENUE	SUITE 155	BEAVERTON	OR	97008	13F HOLDINGS REPORT	028-23197	000157516	801-121589	N	
0001085146-23-003804	30-SEP-2023	N							Blossom Wealth Management	2141 N DONOVAN WAY		SAN RAMON, CA	CA	94582	13F HOLDINGS REPORT	028-20453			N	
0001085146-23-003803	30-SEP-2023	N							Onyx Financial Advisors, LLC	2400 E 25TH STREET		IDAHO FALLS	ID	83404	13F HOLDINGS REPORT	028-22749	000134881	801-107355	N	
0001085146-23-003802	30-SEP-2023	N							Wealthspring Capital LLC	2 WESTCHESTER PARK DRIVE	SUITE 108	WEST HARRISON	NY	10604	13F COMBINATION REPORT	028-20944	000301040	801-117460	N	
0001085146-23-003801	30-SEP-2023	N							Lindenwold Advisors, INC	505 PENN STREET	SUITE 200	READING	PA	19601	13F HOLDINGS REPORT	028-21997			N	
0000909012-23-000100	30-SEP-2023								FENIMORE ASSET MANAGEMENT INC	384 N GRAND ST	P O BOX 310	COBLESKILL	NY	12043	13F HOLDINGS REPORT	028-03130			N	
0001085146-23-003800	30-SEP-2023	N							Mokosak Advisory Group, LLC	2900 100TH STREET, SUITE 102		URBANDALE	IA	50322	13F HOLDINGS REPORT	028-18389			N	
0001085146-23-003799	30-SEP-2023	N							JGP Wealth Management, LLC	760 SW 9TH AVENUE, SUITE 2350		PORTLAND	OR	97205	13F HOLDINGS REPORT	028-18869			N	
0001085146-23-003798	30-SEP-2023	N							SFG Wealth Management, LLC.	1104 KENILWORTH DRIVE	SUITE 500	TOWSON	MD	21204	13F HOLDINGS REPORT	028-21892			N	
0001085146-23-003797	30-SEP-2023	N							ODonnell Financial Services, LLC	1101 FIFTH ST. SUITE 150		SAN RAFAEL	CA	94901	13F HOLDINGS REPORT	028-21386			N	
0001085146-23-003796	30-SEP-2023	N							Evanson Asset Management, LLC	3483 GREENFIELD PLACE		CARMEL	CA	93923	13F HOLDINGS REPORT	028-16439	000135188	801-64387	N	
0001085146-23-003795	30-SEP-2023	N							Uncommon Cents Investing LLC	1215 SUFFOLK DR. UNIT 100		JANESVILLE	WI	53546	13F HOLDINGS REPORT	028-18321	000290105	801-111907	N	
