ACCESSION_NUMBER,REPORTCALENDARORQUARTER,ISAMENDMENT,AMENDMENTNO,AMENDMENTTYPE,CONFDENIEDEXPIRED,DATEDENIEDEXPIRED,DATEREPORTED,REASONFORNONCONFIDENTIALITY,FILINGMANAGER_NAME,FILINGMANAGER_STREET1,FILINGMANAGER_STREET2,FILINGMANAGER_CITY,FILINGMANAGER_STATEORCOUNTRY,FILINGMANAGER_ZIPCODE,REPORTTYPE,FORM13FFILENUMBER,CRDNUMBER,SECFILENUMBER,PROVIDEINFOFORINSTRUCTION5,ADDITIONALINFORMATION,timestamp
0000354923-24-000005,30-JUN-2024,,,,,,,,SEARCY FINANCIAL SERVICES INC /ADV,12980 FOSTER STREET,SUITE 160,OVERLAND PARK,KS,66213,13F HOLDINGS REPORT,028-19026,,,N,,2023-10-01
0001062993-24-013747,30-JUN-2024,N,,,,,,,"Buckingham Capital Management, Inc.",6856 LOOP RD,,DAYTON,OH,45459,13F HOLDINGS REPORT,028-15125,,,N,,2023-10-01
0000902664-24-004714,30-JUN-2024,N,,,,,,,Snowhook Capital Management LP,"350 Madison Avenue, 23rd Floor",,New York,NY,10017,13F HOLDINGS REPORT,028-22126,311477.0,801-120178,N,,2023-10-01
0001731216-24-000003,30-JUN-2024,,,,,,,,"Martin Capital Partners, LLC",940 WILLAMETTE STREET,SUITE 350,EUGENE,OR,97401,13F HOLDINGS REPORT,028-18410,,,N,,2023-10-01
0001214659-24-012382,30-JUN-2024,N,,,,,,,Cooper Financial Group,9870 RESEARCH DR.,,IRVINE,CA,92618,13F HOLDINGS REPORT,028-18965,,,N,,2023-10-01
0001901929-24-000004,30-JUN-2024,,,,,,,,Trevian Wealth Management LLC,18 PAGE RD,,WESTON,MA,02493,13F HOLDINGS REPORT,028-21548,,,N,,2023-10-01
0001808394-24-000005,30-JUN-2024,,,,,,,,Flower City Capital,1 FISHERS RD,SUITE 220,PITTSFORD,NY,14534,13F HOLDINGS REPORT,028-21588,,,N,,2023-10-01
0001632554-24-000007,30-JUN-2024,,,,,,,,Trust Co,PO BOX 1806,,MANHATTAN,KS,66505-1806,13F HOLDINGS REPORT,028-16870,,,N,,2023-10-01
0001096783-24-000005,30-JUN-2024,,,,,,,,BAXTER BROS INC,1030 EAST PUTNAM AVE,,RIVERSIDE,CT,06878,13F HOLDINGS REPORT,028-05169,106548.0,,N,,2023-10-01
0002010644-24-000003,30-JUN-2024,,,,,,,,Farrow Financial Inc.,33 SUNSET HILL RD.,,RANDOLPH,VT,05060,13F HOLDINGS REPORT,028-23646,110526.0,801-15865,N,,2023-10-01
0001911342-24-000003,30-JUN-2024,,,,,,,,"Intergy Private Wealth, LLC",13 S. TEJON ST.,SUITE 400,COLORADO SPRINGS,CO,80903,13F HOLDINGS REPORT,028-22273,,,N,,2023-10-01
0001802696-24-000004,30-JUN-2024,,,,,,,,Alhambra Investment Management LLC,8925 SW 148 ST.,SUITE 214,PALMETTO BAY,FL,33176,13F HOLDINGS REPORT,028-19807,,,N,,2023-10-01
0001568068-24-000003,30-JUN-2024,,,,,,,,"JFS WEALTH ADVISORS, LLC",1479 N. HERMITAGE RD,,HERMITAGE,PA,16148,13F HOLDINGS REPORT,028-15128,145051.0,801-68333,N,,2023-10-01
0001843684-24-000004,30-JUN-2024,,,,,,,,"West Financial Advisors, LLC",111 EAST GRAND AVE,SUITE 412,DES MOINES,IA,50309,13F HOLDINGS REPORT,028-20531,,,N,,2023-10-01
0001905367-24-000004,30-JUN-2024,,,,,,,,Orcam Financial Group,433 UNION ST,,ENCINITAS,CA,92024,13F COMBINATION REPORT,028-21688,,,N,,2023-10-01
0001420506-24-001108,30-JUN-2024,N,,,,,,,"NORTHWEST INVESTMENT COUNSELORS, LLC",5885 Meadows Road,Suite 860,LAKE OSWEGO,OR,97035,13F HOLDINGS REPORT,028-13022,327970.0,801-128752,N,,2023-10-01
0001911472-24-000001,30-JUN-2024,,,,,,,,"Granite Bay Wealth Management, LLC",767 ISLINGTON STREET,SUITE 1-D,PORTSMOUTH,NH,03801,13F HOLDINGS REPORT,028-22245,,,N,,2023-10-01
0001566493-24-000004,30-JUN-2024,,,,,,,,"Newman Dignan & Sheerar, Inc.",260 WEST EXCHANGE STREET,SUITE 302,PROVIDENCE,RI,02903,13F HOLDINGS REPORT,028-15421,107565.0,801-41412,N,,2023-10-01
0001844821-24-000003,30-JUN-2024,,,,,,,,"IRONWOOD WEALTH MANAGEMENT, INC.",18 CHASE DRIVE,CHASE PARK,HURRICANE,WV,25526,13F HOLDINGS REPORT,028-20617,128699.0,801-62555,N,,2023-10-01
0001172661-24-002758,30-JUN-2024,N,,,,,,,"Insight Advisors, LLC/ PA",10 N State Street,,Newtown,PA,18940,13F HOLDINGS REPORT,028-20711,168057.0,801-78355,N,,2023-10-01
0001799957-24-000005,30-JUN-2024,,,,,,,,"PFG Private Wealth Management, LLC",18572 N DALE MABRY HIGHWAY,,LUTZ,FL,33548,13F HOLDINGS REPORT,028-19666,282301.0,801-113163,N,,2023-10-01
0001965718-24-000004,30-JUN-2024,,,,,,,,"Delta Financial Group, Inc.",37 STONEHOUSE ROAD,,BASKING RIDGE,NJ,07920,13F HOLDINGS REPORT,028-22935,,,N,,2023-10-01
0001635342-24-000005,30-JUN-2024,,,,,,,,"ETF Portfolio Partners, Inc.",4831 W. 136TH STREET,SUITE 300,LEAWOOD,KS,66224,13F HOLDINGS REPORT,028-16837,128366.0,,N,,2023-10-01
0001670903-24-000003,30-JUN-2024,,,,,,,,Bridge Creek Capital Management LLC,1095 MAIN STREET,,WEST BARNSTABLE,MA,02649,13F HOLDINGS REPORT,028-17410,,,N,,2023-10-01
0001730889-24-000003,30-JUN-2024,,,,,,,,Vigilare Wealth Management,8585 E HARTFORD DRIVE #113,,SCOTTSDALE,AZ,85255,13F HOLDINGS REPORT,028-19999,,,N,,2023-10-01
0001085146-24-002957,30-JUN-2024,N,,,,,,,Fulcrum Asset Management LLP,MARBLE ARCH HOUSE,66 SEYMOUR STREET,LONDON,X0,W1H 5BT,13F HOLDINGS REPORT,028-20335,,,N,,2023-10-01
0001768065-24-000004,30-JUN-2024,,,,,,,,Brendel Financial Advisors LLC,64 LYME ROAD,,HANOVER,NH,03755,13F HOLDINGS REPORT,028-19286,,,N,,2023-10-01
0001452861-24-000004,30-JUN-2024,,,,,,,,"IMC-Chicago, LLC",233 SOUTH WACKER,SUITE 4300,CHICAGO,IL,60606,13F HOLDINGS REPORT,028-13342,,,N,,2023-10-01
0001985284-24-000007,30-JUN-2024,,,,,,,,"Aspect Partners, LLC",8500 EXECUTIVE PARK AVE,SUITE 400,FAIRFAX,VA,22031,13F HOLDINGS REPORT,028-23968,,,N,,2023-10-01
0001079736-24-000003,30-JUN-2024,,,,,,,,WASHINGTON TRUST Co,23 BROAD ST,,WESTERLY,RI,02891,13F HOLDINGS REPORT,028-07504,,,N,,2023-10-01
0001601622-24-000003,30-JUN-2024,,,,,,,,"LBJ Family Wealth Advisors, Ltd.",3800 NORTH LAMAR,SUITE 200,AUSTIN,TX,78756,13F COMBINATION REPORT,028-16100,,,N,,2023-10-01
0001214659-24-012373,30-JUN-2024,N,,,,,,,JBR Co Financial Management Inc,130 D ST. NW,,ARDMORE,OK,73401,13F HOLDINGS REPORT,028-24064,,,N,,2023-10-01
0000772028-24-000011,30-JUN-2024,,,,,,,,BMO CAPITAL MARKETS CORP.,151 WEST 42ND STREET,,NEW YORK,NY,10036,13F NOTICE,028-17436,,,N,,2023-10-01
0001085146-24-002956,30-JUN-2024,N,,,,,,,ROMAN BUTLER FULLERTON & CO,11500 OLIVE ST,STE 106,ST LOUIS,MO,63141,13F HOLDINGS REPORT,028-19019,104771.0,801-20351,N,,2023-10-01
0001904274-24-000006,30-JUN-2024,,,,,,,,Wedmont Private Capital,26 SOUTH CHURCH STREET,SUITE 1A,WEST CHESTER,PA,19382,13F HOLDINGS REPORT,028-21445,305815.0,,N,,2023-10-01
0001213900-24-061218,30-JUN-2024,N,,,,,,,GREENHAVEN ASSOCIATES INC,3 Manhattanville Rd,,Purchase,NY,10577,13F HOLDINGS REPORT,028-02408,,,N,,2023-10-01
0001908386-24-000005,30-JUN-2024,,,,,,,,"Leverty Financial Group, LLC",201 2ND STREET SOUTH,,HUDSON,WI,54016,13F HOLDINGS REPORT,028-21686,,,N,,2023-10-01
0001847343-24-000005,30-JUN-2024,,,,,,,,InTrack Investment Management Inc,"1233 SHELBURNE ROAD, SUITE D6B",,SOUTH BURLINGTON,VT,05403,13F HOLDINGS REPORT,028-21062,106450.0,801-79488,N,,2023-10-01
0001062993-24-013731,30-JUN-2024,N,,,,,,,Coastline Trust Co,90 ELM STREET,,PROVIDENCE,RI,02903,13F HOLDINGS REPORT,028-11343,,,N,,2023-10-01
0001798485-24-000003,30-JUN-2024,,,,,,,,"Aurora Investment Managers, LLC.",4850 TAMIAMI TRAIL N SUITE 301,,NAPLES,FL,34103,13F HOLDINGS REPORT,028-19665,,,N,,2023-10-01
0001767302-24-000005,30-JUN-2024,,,,,,,,"Cedar Brook Financial Partners, LLC",5885 LANDERBROOK DRIVE #200,,CLEVELAND,OH,44124,13F HOLDINGS REPORT,028-19084,,,N,,2023-10-01
0001939831-24-000002,30-JUN-2024,,,,,,,,"PRESILIUM PRIVATE WEALTH, LLC",150 NORTH RADNOR CHESTER ROAD,SUITE F110,RADNOR,PA,19087,13F HOLDINGS REPORT,028-22843,,,N,,2023-10-01
0001873372-24-000004,30-JUN-2024,,,,,,,,Crestmont Private Wealth LLC,ONE RIVERWAY,SUITE 470,HOUSTON,TX,77056,13F HOLDINGS REPORT,028-21436,,,N,,2023-10-01
0001633624-24-000003,30-JUN-2024,,,,,,,,"Price Capital Management, Inc.",106 VALERIE DRIVE,,LAFAYETTE,LA,70508,13F HOLDINGS REPORT,028-16507,157871.0,801-73195,N,,2023-10-01
0001535385-24-000003,30-JUN-2024,,,,,,,,Artemis Investment Management LLP,"50, LOTHIAN ROAD",,EDINBURGH,X0,EH3 9BY,13F HOLDINGS REPORT,028-16284,,,N,,2023-10-01
0001951757-24-000524,30-JUN-2024,,,,,,,,Verum Partners LLC,2333 RANDOLPH ROAD,SUITE 250,CHARLOTTE,NC,28207,13F HOLDINGS REPORT,028-22759,,,N,,2023-10-01
0001104659-24-079734,30-JUN-2024,N,,,,,,,UNIVERSITY OF CHICAGO,Investment Office,"455 North Cityfront Plaza, Suite 3200",Chicago,IL,60611,13F HOLDINGS REPORT,028-00018,,,N,,2023-10-01
0001951757-24-000523,30-JUN-2024,,,,,,,,"UDINE WEALTH MANAGEMENT, INC.",115 E. BOCA RATON RD.,SUITE 1116,BOCA RATON,FL,33432,13F HOLDINGS REPORT,028-21694,,,N,,2023-10-01
0001961742-24-000003,30-JUN-2024,,,,,,,,New Hampshire Trust,89 N MAIN ST,,CONCORD,NH,03301,13F HOLDINGS REPORT,028-22878,,,N,,2023-10-01
0001951757-24-000522,30-JUN-2024,,,,,,,,SWP FINANCIAL LLC,3655 NOBEL DRIVE,SUITE 510,SAN DIEGO,CA,92122,13F HOLDINGS REPORT,028-24011,,,N,,2023-10-01
0001951757-24-000521,30-JUN-2024,,,,,,,,"Sharp Financial Services, LLC",100 TOURNAMENT DRIVE,SUITE 250,HORSHAM,PA,19044,13F HOLDINGS REPORT,028-24222,,,N,,2023-10-01
0001951757-24-000520,30-JUN-2024,,,,,,,,SAPIENT CAPITAL LLC,310 E 96TH STREET,,INDIANAPOLIS,IN,46240,13F HOLDINGS REPORT,028-23543,,,N,,2023-10-01
0001951757-24-000519,30-JUN-2024,,,,,,,,Prospect Financial Services LLC,445 BROAD HOLLOW ROAD,STE CL-43,MELVILLE,NY,11747,13F HOLDINGS REPORT,028-23977,,,N,,2023-10-01
0001951757-24-000518,30-JUN-2024,,,,,,,,Parisi Gray Wealth Management,350 MAIN STREET,SUITE 1,BEDMINSTER,NJ,07921,13F HOLDINGS REPORT,028-18396,,,N,,2023-10-01
0001951757-24-000517,30-JUN-2024,,,,,,,,LPWM LLC,121 S 8TH STREET,SUITE 1110,MINNEAPOLIS,MN,55402,13F HOLDINGS REPORT,028-19714,,,N,,2023-10-01
0001811907-24-000003,30-JUN-2024,,,,,,,,"Citadel Investment Advisory, Inc.",PO BOX 900,,CHESTERLAND,OH,44026,13F HOLDINGS REPORT,028-20492,,,N,,2023-10-01
0001951757-24-000516,30-JUN-2024,,,,,,,,"Greenhouse Wealth Management, LLC",8 WRIGHT STREET,SUITE 107,WESTPORT,CT,06880,13F HOLDINGS REPORT,028-20613,,,N,,2023-10-01
0001951757-24-000515,30-JUN-2024,,,,,,,,"MELFA WEALTH MANAGEMENT, INC.",1500 WEST PARK DRIVE,SUITE 230,WESTBOROUGH,MA,01581,13F HOLDINGS REPORT,028-22780,,,N,,2023-10-01
0001725547-24-003178,30-JUN-2024,N,,,,,,,"BRADY FAMILY WEALTH, LLC",1401 SOUTH BRENTWOOD BLVD.,SUITE 880,SAINT LOUIS,MO,63144,13F HOLDINGS REPORT,028-23176,315635.0,801-122035,N,,2023-10-01
0001951757-24-000514,30-JUN-2024,,,,,,,,"Choice Wealth Advisors, LLC",325-D KENNEDY MEMORIAL DRIVE,,WATERVILLE,ME,04901,13F HOLDINGS REPORT,028-20704,,,N,,2023-10-01
0001664017-24-000003,30-JUN-2024,,,,,,,,Packer & Co Ltd,UNIT 5,89 FORREST STREET,COTTESLOE,C3,6011,13F HOLDINGS REPORT,028-17075,,,N,,2023-10-01
0001104659-24-079717,30-JUN-2024,N,,,,,,,DNCA FINANCE,19 Place Vendome,,Paris,I0,75001,13F HOLDINGS REPORT,028-24221,,,N,,2023-10-01
0001104659-24-079715,30-JUN-2024,N,,,,,,,"SECURIAN ASSET MANAGEMENT, INC",400 Robert Street North,,St Paul,MN,55101,13F HOLDINGS REPORT,028-06644,109905.0,801-47262,N,,2023-10-01
0001398344-24-012631,30-JUN-2024,N,,,,,,,Realta Investment Advisors,1201 N ORANGE ST STE 729,,WILMINGTON,DE,19801,13F HOLDINGS REPORT,028-19535,134952.0,801-68000,N,,2023-10-01
0001085146-24-002955,30-JUN-2024,N,,,,,,,"RFG Advisory, LLC",1400 URBAN CENTER DRIVE,SUITE 475,BIRMINGHAM,AL,35242,13F HOLDINGS REPORT,028-16724,158401.0,801-79153,N,,2023-10-01
0001085146-24-002952,30-JUN-2024,N,,,,,,,"LexAurum Advisors, LLC","16010 METCALF AVENUE, SUITE 101",,OVERLAND PARK,KS,66085,13F HOLDINGS REPORT,028-18310,283653.0,801-107738,N,,2023-10-01
0001951757-24-000513,30-JUN-2024,,,,,,,,"Financial Advisors, LLC",26 ESSEX STREET,,ANDOVER,MA,01810,13F HOLDINGS REPORT,028-19216,,,N,,2023-10-01
0001214659-24-012365,30-JUN-2024,N,,,,,,,Physician Wealth Solutions Inc.,3844 ANDORIAN AVE,,NORTH LAS VEGAS,NV,89084,13F HOLDINGS REPORT,028-23489,,,N,,2023-10-01
0001951757-24-000512,30-JUN-2024,,,,,,,,"SARD WEALTH MANAGEMENT GROUP, LLC",5607 GLENRIDGE DRIVE,"SUITE 275, BUILDING II",ATLANTA,GA,30342,13F HOLDINGS REPORT,028-23700,,,N,,2023-10-01
0001951757-24-000511,30-JUN-2024,,,,,,,,"StoneCrest Wealth Management, Inc.",118 S KYRENE ROAD,SUITE 4,CHANDLER,AZ,85226,13F HOLDINGS REPORT,028-23519,,,N,,2023-10-01
0001951757-24-000510,30-JUN-2024,,,,,,,,"STAGE HARBOR FINANCIAL, LLC",197 FIRST AVENUE,SUITE 220,NEEDHAM,MA,02494,13F HOLDINGS REPORT,028-23750,,,N,,2023-10-01
0001951757-24-000509,30-JUN-2024,,,,,,,,"Sovereign Financial Group, Inc.","35 WEST BROAD STREET, SUITE 100",,STAMFORD,CT,06902,13F HOLDINGS REPORT,028-20792,,,N,,2023-10-01
0001951757-24-000508,30-JUN-2024,,,,,,,,"Summit Investment Advisory Services, LLC",3065 CENTRE POINTE DRIVE,SUITE 2,ROSEVILLE,MN,55113,13F HOLDINGS REPORT,028-22794,,,N,,2023-10-01
0001951757-24-000507,30-JUN-2024,,,,,,,,"Sandbox Financial Partners, LLC","6903 ROCKLEDGE DRIVE, SUITE 300",,BETHESDA,MD,20817,13F HOLDINGS REPORT,028-20767,,,N,,2023-10-01
0001951757-24-000506,30-JUN-2024,,,,,,,,Sage Investment Advisers LLC,488 FREEDOM PLAINS ROAD,SUITE 144,POUGHKEEPSIE,NY,12603,13F HOLDINGS REPORT,028-22470,,,N,,2023-10-01
0001951757-24-000505,30-JUN-2024,,,,,,,,"Safir Wealth Advisors, LLC",63 NIBLICK LANE,,GREENLAND,NH,03840,13F HOLDINGS REPORT,028-20477,,,N,,2023-10-01
0001609008-24-000003,30-JUN-2024,,,,,,,,"SMI Advisory Services, LLC",P.O. BOX 547,,COLUMBUS,IN,47202,13F HOLDINGS REPORT,028-21187,137872.0,,N,,2023-10-01
0001881490-24-000006,30-JUN-2024,,,,,,,,Palliser Capital (UK) Ltd,PALLISER HOUSE,PALLISER ROAD,LONDON,X0,W14 9EQ,13F HOLDINGS REPORT,028-21959,315071.0,802-122161,N,,2023-10-01
0001908923-24-000003,30-JUN-2024,,,,,,,,Czech National Bank,NA PRIKOPE 28,,PRAGUE,2N,11503,13F HOLDINGS REPORT,028-21619,,,N,,2023-10-01
0000950123-24-006530,30-JUN-2024,N,,,,,,,"Livforsakringsbolaget Skandia, Omsesidigt",Lindhagensgatan 86,,Stockholm,V7,SE-106 55,13F HOLDINGS REPORT,028-14938,,,N,,2023-10-01
0001513038-24-000003,30-JUN-2024,,,,,,,,Perkins Coie Trust Co,"1201 THIRD AVE, SUITE 4900",,SEATTLE,WA,98101,13F HOLDINGS REPORT,028-15766,,,N,,2023-10-01
0000950123-24-006518,30-JUN-2024,N,,,,,,,"Greenfield FTC, Inc.","4741 Caughlin Parkway, Suite 1",,Reno,NV,89519,13F HOLDINGS REPORT,028-20496,,,N,,2023-10-01
0001398344-24-012629,30-JUN-2024,N,,,,,,,MOGY JOEL R INVESTMENT COUNSEL INC,"315 SO BEVERLY DRIVE, SUITE 400",,BEVERLY HILLS,CA,90212,13F HOLDINGS REPORT,028-05915,111622.0,801-15669,N,,2023-10-01
0002005409-24-000003,30-JUN-2024,,,,,,,,"Bruce G. Allen Investments, LLC",370 SEVENTEENTH ST.,SUITE 3580,DENVER,CO,80202,13F HOLDINGS REPORT,028-23496,287859.0,801-111789,N,,2023-10-01
0001214659-24-012348,30-JUN-2024,N,,,,,,,"QRG CAPITAL MANAGEMENT, INC.",1000 CHESTERBROOK BLVD,,BERWYN,PA,19312,13F HOLDINGS REPORT,028-23430,,,N,,2023-10-01
0001434845-24-000008,30-JUN-2024,,,,,,,,Cardinal Capital Management,2626 GLENWOOD AVENUE,SUITE 380,RALEIGH,NC,27608,13F HOLDINGS REPORT,028-13067,108076.0,801-40703,N,,2023-10-01
0001434845-24-000007,31-MAR-2024,Y,1.0,RESTATEMENT,,,,,Cardinal Capital Management,2626 GLENWOOD AVENUE,SUITE 380,RALEIGH,NC,27608,13F HOLDINGS REPORT,028-13067,108076.0,801-40703,N,,2023-10-01
0001725547-24-003172,30-JUN-2024,N,,,,,,,"SAX WEALTH ADVISORS, LLC",389 INTERPACE PARKWAY,SUITE 3,PARSIPPANY,NJ,07054,13F HOLDINGS REPORT,028-20897,119193.0,801-68788,N,,2023-10-01
0001434845-24-000006,31-DEC-2023,Y,1.0,RESTATEMENT,,,,,Cardinal Capital Management,2626 GLENWOOD AVENUE,SUITE 380,RALEIGH,NC,27608,13F HOLDINGS REPORT,028-13067,108076.0,801-40703,N,,2023-10-01
0001434845-24-000005,30-SEP-2023,Y,1.0,RESTATEMENT,,,,,Cardinal Capital Management,2626 GLENWOOD AVENUE,SUITE 380,RALEIGH,NC,27608,13F HOLDINGS REPORT,028-13067,108076.0,801-40703,N,,2023-10-01
0001434845-24-000004,30-JUN-2023,Y,1.0,RESTATEMENT,,,,,Cardinal Capital Management,2626 GLENWOOD AVENUE,SUITE 380,RALEIGH,NC,27608,13F HOLDINGS REPORT,028-13067,108076.0,801-40703,N,,2023-10-01
0001085146-24-002949,30-JUN-2024,N,,,,,,,"CENTRAL VALLEY ADVISORS, LLC",3455 AMERICAN RIVER DR.,SUITE A,SACRAMENTO,CA,95864,13F HOLDINGS REPORT,028-23677,,,N,,2023-10-01
0001846236-24-000005,30-JUN-2024,,,,,,,,"True Link Financial Advisors, LLC",315 MONTGOMERY ST. 10TH FLOOR,,SAN FRANCISCO,CA,94104,13F HOLDINGS REPORT,028-20832,,,N,,2023-10-01
0001420506-24-001104,30-JUN-2024,N,,,,,,,"EQUITEC PROPRIETARY MARKETS, LLC",111 W. JACKSON,20TH FLOOR,CHICAGO,IL,60604,13F HOLDINGS REPORT,028-16423,,,N,,2023-10-01
0001768130-24-000007,30-JUN-2024,,,,,,,,"Sendero Wealth Management, LLC","250 W. NOTTINGHAM, SUITE 300",,SAN ANTONIO,TX,78209,13F HOLDINGS REPORT,028-22201,145594.0,801-68572,N,,2023-10-01
0001844201-24-000005,30-JUN-2024,,,,,,,,"Opal Wealth Advisors, LLC",2 JERICHO PLAZA,SUITE 208,JERICHO,NY,11753,13F HOLDINGS REPORT,028-20659,289759.0,801-114223,N,,2023-10-01
0001214659-24-012337,30-JUN-2024,N,,,,,,,"KWMG, LLC",7500 COLLEGE BLVD,SUITE 1000,OVERLAND PARK,KS,66210,13F HOLDINGS REPORT,028-16529,,,N,,2023-10-01
0001768130-24-000006,30-JUN-2024,,,,,,,,"ORSER CAPITAL MANAGEMENT, LLC",566 N. KIMBALL AVE.,SUITE 100,SOUTHLAKE,TX,76092,13F HOLDINGS REPORT,028-19587,144847.0,801-80081,N,,2023-10-01
0001877090-24-000004,30-JUN-2024,,,,,,,,Twelve Points Wealth Management LLC,"9 POND LANE, STE 3A",,CONCORD,MA,01742,13F HOLDINGS REPORT,028-22386,171107.0,801-108967,N,,2023-10-01
0001831542-24-000003,30-JUN-2024,,,,,,,,Hexagon Capital Partners LLC,2107 S. 54TH STREET,,ROGERS,AR,72758,13F HOLDINGS REPORT,028-20369,305850.0,801-117628,N,,2023-10-01
0001580642-24-003677,30-JUN-2024,N,,,,,,,OPTIMUM INVESTMENT ADVISORS,20 South Clark Street,Suite 2130,Chicago,IL,60603,13F HOLDINGS REPORT,028-06296,,,N,,2023-10-01
0001313360-24-000008,30-JUN-2024,,,,,,,,"SG Americas Securities, LLC",245 PARK AVENUE,,NEW YORK,NY,10167,13F HOLDINGS REPORT,028-11048,,,N,,2023-10-01
0001855835-24-000003,30-JUN-2024,,,,,,,,Piscataqua Savings Bank,15 PLEASANT STREET,,PORTSMOUTH,NH,03801,13F HOLDINGS REPORT,028-21140,,,N,,2023-10-01
0001768130-24-000004,30-JUN-2024,,,,,,,,Silverberg Bernstein Capital Management LLC,4 MILLER CIRCLE,,ARMONK,NY,10504,13F HOLDINGS REPORT,028-23513,327151.0,801-128290,N,,2023-10-01
0001832097-24-000003,30-JUN-2024,,,,,,,,WOLFF WIESE MAGANA LLC,2131 PALOMAR AIRPORT RD,SUITE 330,CARSLBAD,CA,92011,13F HOLDINGS REPORT,028-20471,157620.0,801-72588,N,,2023-10-01
0001104659-24-079523,30-JUN-2024,N,,,,,,,COUNTRY TRUST BANK,1711 General Electric Road,,Bloomington,IL,61704,13F HOLDINGS REPORT,028-10304,,,N,,2023-10-01
0001085146-24-002948,30-JUN-2024,N,,,,,,,"Cypress Wealth Services, LLC",74150 COUNTRY CLUB DRIVE,,PALM DESERT,CA,92260,13F HOLDINGS REPORT,028-18257,,,N,,2023-10-01
0001085146-24-002947,30-JUN-2024,N,,,,,,,OLIO Financial Planning,1751 PINNACLE DRIVE,SUITE 600,MCLEAN,VA,22102,13F HOLDINGS REPORT,028-21531,282355.0,801-11849,N,,2023-10-01
0001085146-24-002946,30-JUN-2024,N,,,,,,,CABOT WEALTH MANAGEMENT INC,PO BOX 150,,SALEM,MA,01970,13F HOLDINGS REPORT,028-05694,107327.0,801-19708,N,,2023-10-01
0001085146-24-002945,30-JUN-2024,N,,,,,,,Edge Wealth Management LLC,805 3RD AVE 12TH FLOOR,,NEW YORK,NY,10022,13F HOLDINGS REPORT,028-15102,142380.0,801-67345,N,,2023-10-01
0001085146-24-002944,30-JUN-2024,N,,,,,,,Morton Capital Management LLC/CA,27200 AGOURA ROAD,SUITE 200,CALABASAS,CA,91301,13F HOLDINGS REPORT,028-23474,141250.0,801-67025,N,,2023-10-01
0001376474-24-000308,30-JUN-2024,,,,,,,,"Gleason Group, Inc.","9418 NORTON COMMONS BLVD., STE. #100",,PROSPECT,KY,40059,13F HOLDINGS REPORT,028-20348,,,N,,2023-10-01
0001942548-24-000005,30-JUN-2024,,,,,,,,"FSM Wealth Advisors, LLC","22901 MILLCREEK BLVD, SUITE 225",,CLEVELAND,OH,44122,13F HOLDINGS REPORT,028-22611,298904.0,801-114180,N,,2023-10-01
0001768130-24-000003,30-JUN-2024,,,,,,,,"HOWARD FINANCIAL SERVICES, LTD.",8350 MEADOW ROAD,SUITE 181,DALLAS,TX,75231,13F HOLDINGS REPORT,028-19410,107978.0,801-46741,N,,2023-10-01
0001085146-24-002943,30-JUN-2024,N,,,,,,,Congress Park Capital LLC,57 PHILA STREET,,SARATOGA SPRINGS,NY,12866,13F HOLDINGS REPORT,028-18393,150309.0,801-70181,N,,2023-10-01
0001085146-24-002942,30-JUN-2024,N,,,,,,,Capita Financial Network,9980 S. 300 W.,SUITE #140,SANDY,UT,84070,13F NOTICE,028-19380,,,Y,Capita Financial Network votes proxies on behalf of clients when requested by the client.  Voting is always cast according to management's recommendations when Capita Financial Network is voting on behalf of the client.,2023-10-01
0001085146-24-002941,30-JUN-2024,N,,,,,,,"Diversify Advisory Services, LLC",9017 S. RIVERSIDE DR.,SUITE 210,SANDY,UT,84070,13F HOLDINGS REPORT,028-24086,326060.0,801-128675,N,,2023-10-01
0001761044-24-000005,30-JUN-2024,,,,,,,,"Compton Wealth Advisory Group, LLC",ONE COLUMBUS CENTER,SUITE 100,VIRGINIA BEACH,VA,23462,13F HOLDINGS REPORT,028-19117,281732.0,801-107239,N,,2023-10-01
0001085146-24-002940,30-JUN-2024,N,,,,,,,"Pine Haven Investment Counsel, Inc",P.O. BOX 758,,FAIRHAVEN,MA,02719,13F HOLDINGS REPORT,028-21666,129365.0,801-71502,N,,2023-10-01
0001085146-24-002939,30-JUN-2024,N,,,,,,,Cardinal Point Capital Management ULC,3280 BLOOR STREET WEST,"CENTRE TOWER, SUITE 500",TORONTO,A6,M8X 2X3,13F HOLDINGS REPORT,028-23292,140619.0,801-66719,N,,2023-10-01
0001214659-24-012327,30-JUN-2024,N,,,,,,,"Harbour Capital Advisors, LLC","1595 SPRING HILL ROAD, SUITE 305",,TYSONS CORNER,VA,22182,13F HOLDINGS REPORT,028-17525,,,N,,2023-10-01
0001942548-24-000004,30-JUN-2024,,,,,,,,"ALTERNA WEALTH MANAGEMENT, INC",2800 POST OAK BLVD,SUITE 6300,HOUSTON,TX,77056,13F HOLDINGS REPORT,028-19353,146153.0,801-71135,N,,2023-10-01
0001085146-24-002938,30-JUN-2024,N,,,,,,,GATEWAY INVESTMENT ADVISERS LLC,312 Walnut Street,Suite 3500,CINCINNATI,OH,45202,13F HOLDINGS REPORT,028-05733,146681.0,,N,,2023-10-01
0001085146-24-002936,30-JUN-2024,N,,,,,,,"Omega Financial Group, LLC",812 ANACAPA STREET,,SANTA BARBARA,CA,93101,13F HOLDINGS REPORT,028-19338,,,N,,2023-10-01
